userID,movieID,rating
747,1193,0
747,661,0
747,2804,0
747,919,0
747,2791,0
747,2797,0
747,720,0
747,1270,0
747,1097,0
747,588,0
747,260,0
4439,1357,0
4439,2268,0
4439,3578,0
4439,1544,0
4439,2278,0
4439,589,0
4439,3654,0
4439,480,0
4439,1193,0
4439,1196,0
4439,593,0
4439,2571,0
4439,2396,0
4439,235,0
4439,21,0
4439,1090,0
4439,349,0
4439,1784,0
4439,2943,0
4439,1244,0
5974,3534,0
5974,2997,0
5974,260,0
5974,480,0
5974,733,0
5974,1196,0
5974,593,0
5974,3552,0
5974,1270,0
4572,260,0
4572,480,0
4572,1196,0
4572,1097,0
4572,3702,0
4572,2366,0
2795,2268,0
2795,3578,0
2795,3793,0
2795,2058,0
2795,2997,0
2795,47,0
2795,1617,0
2795,6,0
2795,733,0
2795,2282,0
2795,593,0
2795,2571,0
2795,1127,0
2795,1279,0
2795,1923,0
2795,3386,0
2795,2013,0
2795,908,0
2795,1449,0
2795,919,0
2795,1594,0
2795,2683,0
2795,2759,0
2795,353,0
698,2406,0
698,3578,0
698,588,0
698,597,0
698,2506,0
698,3534,0
698,1947,0
698,2396,0
698,1380,0
5286,3578,0
5286,3793,0
5286,589,0
5286,6,0
5286,733,0
5286,1196,0
5286,2571,0
5286,1270,0
5286,480,0
5286,349,0
1862,2268,0
1862,1393,0
1862,2278,0
1862,589,0
1862,733,0
1862,2571,0
1862,1916,0
1862,3386,0
1862,1357,0
1862,3252,0
1862,908,0
1862,111,0
1862,480,0
1862,2396,0
1862,349,0
1862,2329,0
1762,2268,0
1762,1393,0
1762,3793,0
1762,720,0
1762,47,0
1762,1617,0
1762,2278,0
1762,3510,0
1762,593,0
1762,2571,0
1762,597,0
1762,1777,0
1762,1923,0
1762,1784,0
1762,3253,0
1762,480,0
1762,349,0
3073,2622,0
3073,648,0
3073,2628,0
3073,3358,0
3073,3359,0
3073,1682,0
3073,1756,0
3073,1320,0
3073,2124,0
3073,2125,0
3073,1250,0
3073,2054,0
3073,1252,0
3073,1253,0
3073,720,0
3073,3868,0
3073,1254,0
3073,3869,0
3073,1256,0
3073,3500,0
3073,1257,0
3073,3501,0
3073,1259,0
3073,653,0
3073,1831,0
3073,3363,0
3073,586,0
3073,587,0
3073,3438,0
3073,588,0
3073,3439,0
3073,589,0
3073,1690,0
3073,3296,0
3073,223,0
3073,150,0
3073,2496,0
3073,1,0
3073,2497,0
3073,2,0
3073,2498,0
3073,153,0
3073,7,0
3073,2133,0
3073,2135,0
3073,3948,0
3073,2136,0
3073,2137,0
3073,1196,0
3073,2571,0
3073,597,0
3073,2072,0
3073,1270,0
3073,1923,0
3073,3386,0
3073,1784,0
3073,2080,0
3073,1357,0
3073,2087,0
3073,2804,0
3073,3039,0
3073,2091,0
3073,2096,0
3073,1294,0
3073,1947,0
3073,260,0
3073,919,0
3073,1380,0
3073,3702,0
3073,351,0
3073,2407,0
3073,1032,0
3073,1544,0
3073,1617,0
3073,953,0
3073,2863,0
3073,2791,0
3073,1127,0
3073,1129,0
3073,2797,0
3073,2431,0
3073,2005,0
3073,969,0
3073,2948,0
3073,539,0
3073,2378,0
3073,2011,0
3073,3252,0
3073,480,0
3073,3264,0
3073,2396,0
3073,2105,0
3073,1234,0
3073,1097,0
2083,1753,0
2083,1682,0
2083,216,0
2083,2997,0
2083,1259,0
2083,1188,0
2083,2706,0
2083,586,0
2083,587,0
2083,2639,0
2083,2136,0
2083,1265,0
2083,2710,0
2083,663,0
2083,590,0
2083,1197,0
2083,2712,0
2083,1198,0
2083,593,0
2083,1916,0
2083,597,0
2083,3448,0
2083,231,0
2083,1777,0
2083,2076,0
2083,1278,0
2083,1923,0
2083,2580,0
2083,1784,0
2083,318,0
2083,246,0
2083,249,0
2083,1358,0
2083,1288,0
2083,2804,0
2083,3608,0
2083,2806,0
2083,3396,0
2083,3101,0
2083,2598,0
2083,2302,0
2083,3105,0
2083,3107,0
2083,2306,0
2083,764,0
2083,2746,0
2083,333,0
2083,1441,0
2083,2174,0
2083,3552,0
2083,778,0
2083,2683,0
2083,342,0
2083,1887,0
2083,345,0
2083,2329,0
2083,2907,0
2083,47,0
2083,2282,0
2083,2791,0
2083,2431,0
2083,480,0
2083,2539,0
2083,2396,0
2083,1244,0
1431,1193,0
1431,593,0
1431,2804,0
1431,919,0
1431,111,0
4105,589,0
4105,1196,0
4105,593,0
4105,2571,0
4105,260,0
4105,919,0
4105,21,0
4105,349,0
4105,3494,0
4105,1393,0
4105,2414,0
4105,1544,0
4105,1127,0
4105,1129,0
4105,60,0
4105,2005,0
4105,480,0
4105,2105,0
4105,1097,0
2730,2997,0
2730,3578,0
2730,2396,0
3264,2058,0
3264,2997,0
3264,2706,0
3264,587,0
3264,2567,0
3264,2496,0
3264,6,0
3264,1193,0
3264,733,0
3264,3510,0
3264,1196,0
3264,593,0
3264,2571,0
3264,160,0
3264,1777,0
3264,1923,0
3264,3386,0
3264,1784,0
3264,3534,0
3264,3461,0
3264,762,0
3264,260,0
3264,2683,0
3264,788,0
3264,2268,0
3264,3578,0
3264,47,0
3264,1617,0
3264,2278,0
3264,2506,0
3264,539,0
3264,480,0
3264,1805,0
3264,2539,0
3264,2396,0
5920,1911,0
5920,3516,0
5920,2683,0
3820,3863,0
3820,3793,0
3820,720,0
3820,2058,0
3820,589,0
3820,1193,0
3820,3510,0
3820,1196,0
3820,593,0
3820,2571,0
3820,235,0
3820,1270,0
3820,1923,0
3820,260,0
3820,2311,0
3820,3702,0
3820,2407,0
3820,2268,0
3820,3578,0
3820,1617,0
3820,3156,0
3820,2282,0
3820,2287,0
3820,1127,0
3820,1129,0
3820,2011,0
3820,2527,0
3820,2455,0
3820,480,0
3820,2396,0
3820,1594,0
3820,2105,0
3820,707,0
3820,1097,0
4913,3793,0
4913,588,0
4913,589,0
4913,1193,0
4913,1196,0
4913,737,0
4913,1784,0
4913,2080,0
4913,1357,0
4913,2087,0
4913,3461,0
4913,2096,0
4913,260,0
4913,919,0
4913,2253,0
4913,3494,0
4913,353,0
4913,2268,0
4913,1032,0
4913,3578,0
4913,2414,0
4913,47,0
4913,1617,0
4913,1544,0
4913,2278,0
4913,2422,0
4913,2797,0
4913,2005,0
4913,969,0
4913,2948,0
4913,3252,0
4913,2450,0
4913,475,0
4913,86,0
4913,3698,0
4913,485,0
4913,1805,0
4913,2105,0
4913,1234,0
4913,1097,0
3203,3863,0
3203,3793,0
3203,720,0
3203,588,0
3203,589,0
3203,1193,0
3203,733,0
3203,3510,0
3203,2710,0
3203,1196,0
3203,1911,0
3203,593,0
3203,2571,0
3203,1270,0
3203,2080,0
3203,2087,0
3203,3461,0
3203,2096,0
3203,260,0
3203,919,0
3203,3552,0
3203,2683,0
3203,2414,0
3203,47,0
3203,1127,0
3203,2366,0
3203,2948,0
3203,2949,0
3203,1219,0
3203,2527,0
3203,2455,0
3203,111,0
3203,480,0
3203,3264,0
3203,1234,0
3203,1090,0
3203,1097,0
641,3863,0
641,589,0
641,2571,0
641,1923,0
641,3578,0
641,47,0
641,1617,0
810,588,0
486,216,0
486,145,0
486,2997,0
486,587,0
486,589,0
486,733,0
486,1196,0
486,2571,0
486,2072,0
486,1270,0
486,1923,0
486,3039,0
486,908,0
486,919,0
486,3552,0
486,353,0
486,2406,0
486,3578,0
486,2413,0
486,47,0
486,1544,0
486,2791,0
486,2792,0
486,1127,0
486,2797,0
486,2005,0
486,2011,0
486,2450,0
486,3253,0
486,111,0
486,1222,0
486,3698,0
486,480,0
486,485,0
486,2396,0
486,1097,0
3290,1249,0
3290,3793,0
3290,720,0
3290,2997,0
3290,589,0
3290,6,0
3290,3510,0
3290,661,0
3290,1196,0
3290,593,0
3290,2642,0
3290,2571,0
3290,235,0
3290,1784,0
3290,2091,0
3290,908,0
3290,260,0
3290,2311,0
3290,21,0
3290,2253,0
3290,3702,0
3290,788,0
3290,2407,0
3290,2268,0
3290,3578,0
3290,45,0
3290,47,0
3290,1617,0
3290,1544,0
3290,2278,0
3290,1127,0
3290,1129,0
3290,2797,0
3290,60,0
3290,2005,0
3290,2948,0
3290,2011,0
3290,1219,0
3290,3253,0
3290,2527,0
3290,2455,0
3290,111,0
3290,3763,0
3290,1222,0
3290,3698,0
3290,480,0
3290,1805,0
3290,2396,0
3290,2105,0
3290,1234,0
3290,1090,0
3290,1097,0
996,3424,0
996,1193,0
996,593,0
996,597,0
996,1777,0
996,1270,0
996,1784,0
996,3039,0
996,260,0
996,2245,0
996,919,0
996,3552,0
